experiment,sequence,rep,IDX,t_compress,t_decompress
IT-DL-PCC,soldier,17,0,176.17986369132996,45.321696758270264
IT-DL-PCC,soldier,18,0,176.62794947624207,45.52824687957764
IT-DL-PCC,soldier,19,0,176.9729039669037,45.30148696899414
IT-DL-PCC,soldier,20,0,176.88355612754822,45.44331693649292
IT-DL-PCC,soldier,21,0,177.50806403160095,45.248804569244385
IT-DL-PCC,soldier,22,0,177.08978629112244,45.43224787712097
IT-DL-PCC,soldier,23,0,177.45080471038818,45.50903534889221
IT-DL-PCC,soldier,24,0,176.091796875,45.5574471950531
IT-DL-PCC,soldier,25,0,176.40872740745544,45.50371837615967
IT-DL-PCC,soldier,26,0,176.27552795410156,45.4567449092865
IT-DL-PCC,soldier,27,0,176.37826299667358,45.29849815368652
IT-DL-PCC,soldier,28,0,177.27288627624512,45.383026361465454
IT-DL-PCC,soldier,29,0,177.08572506904602,45.50835967063904
IT-DL-PCC,soldier,0,1,57.85743546485901,15.06917119026184
IT-DL-PCC,soldier,1,1,58.22148108482361,15.005632638931274
IT-DL-PCC,soldier,2,1,58.5512318611145,14.57599663734436
IT-DL-PCC,soldier,3,1,56.96575880050659,14.919123888015747
IT-DL-PCC,soldier,4,1,56.99464178085327,14.56176233291626
IT-DL-PCC,soldier,5,1,56.81842398643494,14.988136053085327
IT-DL-PCC,soldier,6,1,58.20234704017639,15.190869569778442
IT-DL-PCC,soldier,7,1,57.86319422721863,14.920967817306519
IT-DL-PCC,soldier,8,1,57.93303632736206,14.95615816116333
IT-DL-PCC,soldier,9,1,57.976648807525635,14.955820083618164
IT-DL-PCC,soldier,10,1,57.84035038948059,15.031760454177856
IT-DL-PCC,soldier,11,1,57.86385416984558,15.014214754104614
IT-DL-PCC,soldier,12,1,57.76461672782898,15.01857304573059
IT-DL-PCC,soldier,13,1,57.766626596450806,14.962053298950195
IT-DL-PCC,soldier,14,1,57.85848593711853,14.961822509765625
IT-DL-PCC,soldier,15,1,57.72092080116272,15.0285804271698
IT-DL-PCC,soldier,16,1,58.107152462005615,15.002341985702515
IT-DL-PCC,soldier,17,1,57.79562044143677,14.99061632156372
IT-DL-PCC,soldier,18,1,57.72130751609802,15.003196477890015
IT-DL-PCC,soldier,19,1,58.751574993133545,14.999710083007812
IT-DL-PCC,soldier,20,1,56.85416865348816,15.035313844680786
IT-DL-PCC,soldier,21,1,57.81756925582886,15.001766204833984
IT-DL-PCC,soldier,22,1,57.86930203437805,15.017734289169312
IT-DL-PCC,soldier,23,1,57.82532978057861,15.018171310424805
IT-DL-PCC,soldier,24,1,57.89772653579712,15.018721342086792
IT-DL-PCC,soldier,25,1,57.84462070465088,14.529955625534058
IT-DL-PCC,soldier,26,1,57.845396995544434,15.06039810180664
IT-DL-PCC,soldier,27,1,58.45502042770386,15.004067659378052
IT-DL-PCC,soldier,28,1,57.87145161628723,14.99648118019104
IT-DL-PCC,soldier,29,1,57.920135498046875,15.00597858428955
IT-DL-PCC,soldier,0,2,219.17846179008484,46.528656244277954
IT-DL-PCC,soldier,1,2,221.64739632606506,47.07929873466492
IT-DL-PCC,soldier,2,2,218.82509851455688,46.60891628265381
IT-DL-PCC,soldier,3,2,219.4187457561493,46.55982208251953
IT-DL-PCC,soldier,4,2,218.4839518070221,46.968860387802124
IT-DL-PCC,soldier,5,2,221.587411403656,46.77883577346802
IT-DL-PCC,soldier,6,2,219.39778590202332,46.62845754623413
IT-DL-PCC,soldier,7,2,219.13997173309326,46.98430848121643
IT-DL-PCC,soldier,8,2,219.69095468521118,46.92557334899902
IT-DL-PCC,soldier,9,2,219.67766189575195,46.86291575431824
IT-DL-PCC,soldier,10,2,218.82984256744385,47.263418436050415
IT-DL-PCC,soldier,11,2,219.31727290153503,45.99990272521973
IT-DL-PCC,soldier,12,2,220.05605173110962,46.84648633003235
IT-DL-PCC,soldier,13,2,218.88459753990173,46.9085488319397
IT-DL-PCC,soldier,14,2,217.97583031654358,47.48657751083374
IT-DL-PCC,soldier,15,2,219.4181694984436,46.79905962944031
IT-DL-PCC,soldier,16,2,217.5149323940277,46.9761438369751
IT-DL-PCC,soldier,17,2,218.8606448173523,47.093671560287476
IT-DL-PCC,soldier,18,2,219.05633234977722,46.74092698097229
IT-DL-PCC,soldier,19,2,218.38455438613892,46.69230771064758
IT-DL-PCC,soldier,20,2,219.0559389591217,46.68354535102844
IT-DL-PCC,soldier,21,2,221.52359175682068,47.41533136367798
IT-DL-PCC,soldier,22,2,219.1491413116455,47.22178649902344
IT-DL-PCC,soldier,23,2,218.97515225410461,46.63387632369995
IT-DL-PCC,soldier,24,2,219.006920337677,47.10634636878967
IT-DL-PCC,soldier,25,2,218.28423595428467,47.111663579940796
IT-DL-PCC,soldier,26,2,219.2423095703125,47.01591944694519
IT-DL-PCC,soldier,27,2,219.2564766407013,47.03648829460144
IT-DL-PCC,soldier,28,2,217.71696376800537,47.10806226730347
IT-DL-PCC,soldier,29,2,218.28067183494568,45.93199563026428
IT-DL-PCC,soldier,0,3,26.297818899154663,7.154116868972778
IT-DL-PCC,soldier,1,3,26.38573408126831,7.159236669540405
IT-DL-PCC,soldier,2,3,26.065351724624634,7.1518778800964355
IT-DL-PCC,soldier,3,3,25.5122230052948,7.146669149398804
IT-DL-PCC,soldier,4,3,26.28590202331543,7.1221020221710205
IT-DL-PCC,soldier,5,3,26.298671007156372,7.166383981704712
IT-DL-PCC,soldier,6,3,26.213263511657715,6.838078022003174
IT-DL-PCC,soldier,7,3,26.382197618484497,7.147271394729614
IT-DL-PCC,soldier,8,3,26.338973999023438,7.159784317016602
IT-DL-PCC,soldier,9,3,26.43065357208252,7.142345428466797
IT-DL-PCC,soldier,10,3,26.572036504745483,7.152440309524536
IT-DL-PCC,soldier,11,3,26.00206422805786,7.159265041351318
IT-DL-PCC,soldier,12,3,26.789247274398804,7.129231214523315
IT-DL-PCC,soldier,13,3,26.562403678894043,7.162599563598633
IT-DL-PCC,soldier,14,3,26.45623207092285,7.142597436904907
IT-DL-PCC,soldier,15,3,26.218984603881836,7.192148923873901
IT-DL-PCC,soldier,16,3,25.73910140991211,7.167179822921753
IT-DL-PCC,soldier,17,3,26.35192108154297,7.151153802871704
IT-DL-PCC,soldier,18,3,26.099950075149536,7.139250993728638
IT-DL-PCC,soldier,19,3,26.278019905090332,7.154609203338623
IT-DL-PCC,soldier,20,3,26.368800163269043,7.151562213897705
IT-DL-PCC,soldier,21,3,25.425530910491943,7.136337518692017
IT-DL-PCC,soldier,22,3,26.5673770904541,7.170408487319946
IT-DL-PCC,soldier,23,3,26.30108094215393,7.209461688995361
IT-DL-PCC,soldier,24,3,26.38818359375,7.20022988319397
IT-DL-PCC,soldier,25,3,26.37770915031433,7.125253200531006
IT-DL-PCC,soldier,26,3,26.28403663635254,7.146121978759766
IT-DL-PCC,soldier,27,3,26.44434356689453,7.171862363815308
IT-DL-PCC,soldier,28,3,25.813524961471558,7.14586877822876
