method,pointcloud,t_comp,t_decomp
Main,longdress,0.7677101492881775,0.8781870603561401
Ablation_Shepard,longdress,0.8026876449584961,0.9313319325447083
Main,soldier,0.8455676436424255,1.0161099433898926
Ablation_Shepard,soldier,0.8737332224845886,1.0502122044563293
Main,loot,0.7384070754051208,0.7824826240539551
Ablation_Shepard,loot,0.6314457654953003,0.7820888757705688
Main,redandblack,0.6468426585197449,0.7842956781387329
Ablation_Shepard,redandblack,0.6328145265579224,0.7792571783065796
