metric,pointCloud,method,BD-PSNR,BD-Rate
sym_d2_psnr,soldier,G-PCC,4.1645814458172286,-80.5301123577861
sym_d2_psnr,soldier,V-PCC,2.5987552194031873,-71.40723642824352
sym_d2_psnr,soldier,IT-DL-PCC,0.7365180491688945,-46.14867840589785
sym_d2_psnr,soldier,DeepPCC,-3.9529111805543913,20.060874269664076
sym_d2_psnr,soldier,YOGA,-0.7452863961164881,-40.6940479791027
sym_d2_psnr,loot,G-PCC,2.2383411486891616,-31.385540764516186
sym_d2_psnr,loot,V-PCC,-0.7537407103574848,-1.1290523035369593
sym_d2_psnr,loot,IT-DL-PCC,1.0229349368089893,-11.202428207626202
sym_d2_psnr,loot,DeepPCC,-7.130170256075829,120.85695288781393
sym_d2_psnr,loot,YOGA,-6.555922074856215,97.22276917564538
sym_d2_psnr,redandblack,G-PCC,3.0442032344139793,-43.199162766956434
sym_d2_psnr,redandblack,V-PCC,0.8680394179650107,-18.606392559124394
sym_d2_psnr,redandblack,IT-DL-PCC,1.1121746921923539,-18.94727600605579
sym_d2_psnr,redandblack,DeepPCC,-4.969525255368276,80.35288400569857
sym_d2_psnr,redandblack,YOGA,-2.9164028208586252,68.66999462757859
sym_yuv_psnr,longdress,G-PCC,-0.33015808850876716,1.7647533246287317
sym_yuv_psnr,longdress,V-PCC,-4.227060161360243,173.56578799873543
sym_yuv_psnr,longdress,IT-DL-PCC,1.6074263819425032,-41.28457552369218
sym_yuv_psnr,longdress,DeepPCC,-0.4796711487561267,41.06437976256443
sym_yuv_psnr,longdress,YOGA,-0.9124275089629436,37.355214404893665
sym_yuv_psnr,soldier,G-PCC,0.6814363384151497,-18.683733052742813
sym_yuv_psnr,soldier,V-PCC,-3.0323757964027287,120.66312948910758
sym_yuv_psnr,soldier,IT-DL-PCC,1.244912003668503,-30.1487375581189
sym_yuv_psnr,soldier,DeepPCC,0.5058619683666026,-13.502010943706999
sym_yuv_psnr,soldier,YOGA,-1.4346094748807627,43.20959019588775
sym_yuv_psnr,loot,G-PCC,1.0649956493967074,-30.89070720352233
sym_yuv_psnr,loot,V-PCC,-3.011523277680159,134.78580715959492
sym_yuv_psnr,loot,IT-DL-PCC,1.704990285577558,-52.13978071641466
sym_yuv_psnr,loot,DeepPCC,1.8118817003462486,-52.846262816555125
sym_yuv_psnr,loot,YOGA,-0.13353984814980843,22.980137960040924
sym_yuv_psnr,redandblack,G-PCC,-0.40139258753973495,2.7040441475851162
sym_yuv_psnr,redandblack,V-PCC,-4.035459724280825,229.6928886369132
sym_yuv_psnr,redandblack,IT-DL-PCC,0.8111162763656442,-27.13645435424903
sym_yuv_psnr,redandblack,DeepPCC,-0.4985801313779453,30.488765608143066
sym_yuv_psnr,redandblack,YOGA,-1.4759616136506222,0.9389608378931991
